Id,SalePrice
2658,193243.52327482103
2718,166275.28865361374
2414,226488.5617946033
1989,116265.7199058674
625,172522.03426977972
333,74625.05061167799
1327,88196.62057203172
858,130560.61493903579
95,207165.43642578786
1568,167546.3295224687
2482,159679.6835867464
1364,149651.95524325734
2584,175347.74414666844
818,266907.7678194131
2673,194912.108679271
2089,134383.91918831517
1297,176105.65931944156
790,124205.27139040994
2616,191520.58563811448
720,268712.0801693378
222,117932.13106851367
557,111465.72345583398
1148,179684.9221841023
2766,178350.9098543376
534,197473.23760523685
1452,107781.96672973536
630,127841.64214717978
2648,153015.5042685211
125,153558.4600854975
1904,25821.232520062273
1670,75046.73983028792
756,89802.09552941385
717,265803.1542470941
1032,128892.62332735646
852,214184.19949387742
1731,216789.20745978877
2639,107879.0811664372
2071,83847.92123303279
1267,113380.8319981882
1851,200205.9224799779
567,153418.6388093965
2439,232304.38188099416
1898,130376.18047060576
647,145669.98274487184
2256,199086.71386118783
979,85423.18563090015
1444,227803.70751692477
2485,115649.98735813775
157,108397.14329050145
88,118468.21103994171
2003,131940.6000099632
186,275071.8321726454
1425,249871.8002930187
2695,131501.8846154717
738,120071.86688220277
395,149510.4934953005
1353,224019.6502460188
1878,136462.4405236948
390,200270.66092228162
1456,229510.6967826692
1103,272513.0645282228
1387,135056.78267834554
2070,136496.9403928208
1199,225803.42413401083
2479,177291.0401609641
501,273232.11006632086
2362,78631.67557155952
1718,156888.50159264661
2188,31158.935118359863
1483,137189.41927914572
2557,67868.0577596565
437,319760.8004855369
2224,213736.99222784312
1628,212489.58040892525
397,119004.87229302138
587,204704.71204585343
2182,520212.9195672679
971,181985.48373025158
2611,163988.76438307125
1887,110971.21313983861
2399,302390.3967781669
2148,207740.84022922663
304,158659.31152432523
1997,123070.37926200897
2817,104418.78279259588
1431,192702.36515462687
427,276260.287694148
263,109934.51136726001
598,183426.43869760554
2895,268039.45628046955
687,172228.0988136368
1822,115136.97220685561
2191,105414.35537118484
179,158691.0393978789
1009,222628.63359767362
2010,124382.43210008105
1991,183615.71048886594
1411,143157.37091875475
1721,237375.05465031927
1144,183323.52038912862
593,249238.58067484945
575,260439.45383655402
1249,200332.0163571969
1604,111995.75320695278
1064,363427.63609439245
1923,169748.363757482
1988,99154.57848166734
2325,173711.38042006514
114,214315.4840194592
2700,199967.47849675317
217,129580.69398004557
343,175780.62755382372
386,257952.63306385314
2005,107128.4175009083
2908,142877.9412133246
1814,224543.55423421218
2446,463382.85064419394
208,150081.12584552864
1679,119257.88211718091
822,291456.0982283762
6,182112.28141544724
1781,339498.1300475359
2397,269621.15709941456
2340,285733.34849598905
1618,183925.70497991837
2843,136476.54456949647
1061,322129.399400925
2786,112640.32342266738
1935,117926.79198489535
1341,120494.41563826016
521,286419.16436628794
2136,120150.0252793058
996,182748.06235951424
227,144372.88276442938
135,161218.71472832354
1167,164873.60935782528
294,241055.82434469264
1776,205002.82692908758
